,name,prob
0,KIM,0.0025121930549698
1,THANH,0.0023751781827666
2,MOHAMMAD,0.0022818050846726
3,PETER,0.0019397753666543
4,PHUONG,0.0018913126988935
5,MOHAMMED,0.0018446261498465
6,GRACE,0.0016888351655266
7,YOUNG,0.0016728500971029
8,THUY,0.0016627008473101
9,HONG,0.0016616859223308
10,HUNG,0.0016451933914174
11,MINH,0.0015964769924119
12,YONG,0.0014894024070975
13,ANH,0.0014891486758527
14,MUHAMMAD,0.0013907009528623
15,JENNY,0.0013820740905384
16,TUAN,0.0013731934969696
17,VAN,0.0013612681284631
18,TONY,0.0013100144170093
19,MAI,0.0012775368176722
20,SYED,0.0012755069677137
21,HOA,0.0012146114689567
22,DUNG,0.0012102980377947
23,CHONG,0.001140521945469
24,THAO,0.0011387458267553
25,THU,0.0011336712018589
26,HUONG,0.0011131189710284
27,LINH,0.0010966264401151
28,HAI,0.0010918055464635
29,LAN,0.0010786115217328
30,TRANG,0.0010656712282469
31,NGOC,0.001051462278537
32,TAM,0.0010151787105276
33,ANITA,0.0009961488671661114
34,CINDY,0.0009469250056708932
35,SANG,0.0009355070996539612
36,ANDY,0.0009289100872886227
37,SUN,0.0009268802373300572
38,JAY,0.0009210444186991808
39,SON,0.0009169847187820494
40,LONG,0.0008992235316445996
41,HIEN,0.0008520295201079474
42,HOANG,0.0008421340015599397
43,JIN,0.0008408653453358361
44,SUNG,0.0008312235580326491
45,CHI,0.0007916414838406182
46,JUNG,0.0007896116338820525
47,MD,0.0007852982027201004
48,AN,0.0007502832909348423
49,JOSEPHINE,0.0007490146347107388
50,LILY,0.000744447472303966
51,BINH,0.000744447472303966
52,KHANH,0.0007368355349593446
53,VINH,0.0007363280724697033
54,TERESITA,0.0007348056850007789
55,QUANG,0.0007309997163284683
56,TIEN,0.0007200892728011777
57,YEN,0.000719835541556357
58,NGA,0.000718059422842612
59,HANH,0.000718059422842612
60,LOAN,0.0007129847979461978
61,NAM,0.0007122236042117357
62,HUY,0.0007086713667842457
63,YING,0.0007066415168256801
64,WEI,0.0007051191293567558
65,HA,0.0006997907732155208
66,MIN,0.0006990295794810587
67,SANJAY,0.000696999729522493
68,CUONG,0.0006921788358708995
69,MY,0.0006921788358708995
70,CHAU,0.0006881191359537682
71,ABDUL,0.0006695967550818563
72,LIEN,0.0006655370551647249
73,DUC,0.0006650295926750834
74,VIJAY,0.0006635072052061592
75,RAJESH,0.0006591937740442071
76,PRIYA,0.0006571639240856414
77,TRUNG,0.0006528504929236893
78,LI,0.0006495519867410201
79,KRISHNA,0.0006495519867410201
80,RAVI,0.000647014674292813
81,AMIT,0.0006447310930894265
82,KYONG,0.0006302684121346461
83,YAN,0.0006130146874868377
84,MI,0.0006043878251629335
85,TUYET,0.0006033729001836506
86,KYUNG,0.000601343050225085
87,DONG,0.0006000743940009814
88,TU,0.0005993132002665193
89,JOCELYN,0.0005919549941667187
90,HANG,0.0005886564879840494
91,MEI,0.0005863729067806631
92,TAN,0.0005815520131290695
93,ANIL,0.000578507238191221
94,HIEU,0.0005774923132119381
95,VU,0.0005658206759501854
96,NHAN,0.0005622684385226955
97,SUNIL,0.0005584624698503849
98,RAMESH,0.0005577012761159227
99,SOPHIA,0.0005516117262402256
100,NEIL,0.0005516117262402256
101,JAE,0.0005513579949954049
102,NINA,0.0005475520263230943
103,PHONG,0.0005465371013438114
104,BAO,0.0005374027765302658
105,ALI,0.0005353729265717001
106,THIEN,0.000532835614123493
107,THANG,0.0005315669578993895
108,YU,0.0005290296454511824
109,CHUN,0.0005242087517995888
110,SURESH,0.0005239550205547682
111,JUN,0.0005209102456169196
112,XUAN,0.0005206565143720989
113,HUI,0.0005183729331687125
114,TAI,0.0005150744269860432
115,ERLINDA,0.0005143132332515811
116,DAN,0.000508223683375884
117,KIRAN,0.0005069550271517805
118,NEHA,0.0005064475646621391
119,EUN,0.0005051789084380355
120,CHUNG,0.0005044177147035734
121,SAM,0.000502134133500187
122,SANDY,0.0004995968210519799
123,HYUN,0.0004968057773589521
124,BIBI,0.0004968057773589521
125,JING,0.0004965520461141313
126,HUE,0.0004932535399314621
127,KENNY,0.0004891938400143307
128,MAY,0.0004851341400971994
129,RAHUL,0.00048183563391453015
130,TRI,0.0004815819026697094
131,TRINH,0.0004775222027525781
132,MING,0.0004772684715077573
133,MYONG,0.0004749848903043709
134,YUN,0.0004719401153665224
135,LAM,0.0004691490716734946
136,TUNG,0.0004671192217149289
137,SONG,0.0004671192217149289
138,NGUYEN,0.00046077594059441113
139,USHA,0.0004597610156151282
140,THAI,0.0004577311656565626
141,NISHA,0.0004541789282290726
142,MOHAMED,0.0004534177344946105
143,LE,0.00044935803457747913
144,THI,0.00044935803457747913
145,VIET,0.0004488505720878377
146,POOJA,0.0004460595283948099
147,YI,0.0004412386347432164
148,SU,0.0004394625160294714
149,ANAND,0.0004374326660709057
150,AJAY,0.0004369252035812642
151,CHANG,0.00043616400984680215
152,QUYEN,0.00043261177241931217
153,TOM,0.00042652222254361513
154,HAO,0.0004229699851161252
155,ASHOK,0.0004229699851161252
156,SEEMA,0.00041561177901632457
157,LOC,0.000414343122792221
158,HAN,0.0004135819290577589
159,ARUN,0.0004130744665681175
160,ARLENE,0.0004082535729165239
161,CORAZON,0.0004062237229579583
162,PHUC,0.00040368641050975113
163,JIAN,0.0004008953668167233
164,LY,0.0003935371607169227
165,RAJ,0.0003920147732479985
166,TUYEN,0.00038668641710676353
167,SOON,0.00038541776088266
168,TOAN,0.0003838953734137357
169,ASHA,0.0003805968672310665
